route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
408,0000000022023061220230910,0003927822023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927832023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927842023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927852023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927872023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927882023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927892023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927902023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927912023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927922023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927932023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927942023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927952023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927962023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927972023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927982023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022023061220230910,0003927992023061220230910,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
478,0000000022023061220230910,0003928032023061220230910,Spini "Zona Ind.Le Ftm",0,D744_T1513c_Andata_sub2,1
484,0000000092023061220230910,0003928042023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928052023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928062023061220230910,Povo "Polo Sociale" Cap.,0,D747_T1601a_Andata_sub1,1
484,0000000092023061220230910,0003928072023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928082023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928092023061220230910,Povo "Polo Sociale" Cap.,0,D747_T1601a_Andata_sub1,1
484,0000000092023061220230910,0003928102023061220230910,Guardini "Centochiavi",1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928112023061220230910,Guardini "Centochiavi",1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928122023061220230910,Guardini Gilli,1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928132023061220230910,Guardini Gilli,1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928142023061220230910,Guardini "Centochiavi",1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928152023061220230910,Guardini "Centochiavi",1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928162023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928172023061220230910,Povo "Polo Sociale" Cap.,0,D748_T1601_Andata_PRINCIPALE_sub2,1
484,0000000092023061220230910,0003928182023061220230910,Guardini Gilli,1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928192023061220230910,Guardini Gilli,1,D752_T1652_Ritorno_sub2,1
484,0000000092023061220230910,0003928202023061220230910,Guardini "Centochiavi",1,D752_T1652_Ritorno_sub2,1
614,0000000022023061220230910,0003928282023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928292023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928302023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928322023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928332023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928362023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928432023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928442023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928452023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928462023061220230910,Piazza Dante "Stazione Fs",0,D771_T3032b_Circolare_(giro_lungo)_sub2,1
614,0000000022023061220230910,0003928542023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928552023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928562023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928572023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928582023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928592023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928602023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928612023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928622023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928632023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928642023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928652023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928662023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000000022023061220230910,0003928672023061220230910,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
402,0000000022023061220230910,0003928682023061220230910,Gocciadoro "Arcate",0,D639_T0705a_Andata_sub1,1
402,0000000022023061220230910,0003928692023061220230910,Gocciadoro "Arcate",0,D639_T0705a_Andata_sub1,1
404,0000000092023061220230910,0003928712023061220230910,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000022023061220230910,0003928722023061220230910,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
539,0000000022023061220230910,0003928732023061220230910,Roncafort,1,D673_T0894b_Ritorno_BASSA_sub2,1
404,0000000022023061220230910,0003928742023061220230910,Mattarello Piazza Perini,0,D668_T0891_Andata_PRINCIPALE_ALTA_sub2,1
404,0000000092023061220230910,0003928752023061220230910,Guardini "Centochiavi",1,D670_T0892_Ritorno_PRINCIPALE_ALTA_sub1,1
466,0000000022023061220230910,0003928782023061220230910,Piazza Dante "Pal. Regione",1,D728_T1382_Ritorno_PRINCIPALE_sub1,1
466,0000000022023061220230910,0003928792023061220230910,Piazza Dante "Pal. Regione",1,D728_T1382_Ritorno_PRINCIPALE_sub1,1
466,0000000022023061220230910,0003928802023061220230910,Piazza Dante "Pal. Regione",1,D728_T1382_Ritorno_PRINCIPALE_sub1,1
400,0000000022023061220230910,0003928812023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928822023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928832023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001322023061220230910,0003928852023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928862023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928872023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928882023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928892023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928902023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928912023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928922023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928932023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928942023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928952023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928962023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928972023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928982023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003928992023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929002023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929012023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929022023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929032023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929042023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929052023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929062023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929072023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929082023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929092023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929102023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929112023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022023061220230910,0003929242023061220230910,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
406,0000000022023061220230910,0003929252023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929262023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929272023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929282023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929292023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929302023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929312023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929322023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929332023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929342023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929352023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929362023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929372023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929382023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929392023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929402023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929412023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929422023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929432023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929452023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929462023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929472023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929482023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929492023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929502023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929512023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929522023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929532023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929542023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929552023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022023061220230910,0003929562023061220230910,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
531,0000001402023061220230910,0003929692023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929702023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929712023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929722023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929732023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929742023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929752023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929762023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929772023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929782023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929792023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929802023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929812023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929822023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929832023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929842023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929852023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929862023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929872023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929882023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929892023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929902023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929912023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929922023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003929932023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929942023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929952023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929962023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929972023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929982023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003929992023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930002023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930012023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930022023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930032023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930042023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930052023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930062023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930072023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930082023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012023061220230910,0003930092023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930102023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930112023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930122023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930132023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930142023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930152023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930162023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930172023061220230910,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000001402023061220230910,0003930182023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930192023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930202023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930212023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930222023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930232023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930242023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930252023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930262023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930272023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930282023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930292023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930302023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930312023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930322023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930332023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930342023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930352023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930362023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930372023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930382023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930392023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930402023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930412023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930422023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930432023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930442023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930452023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930462023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930472023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930482023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930492023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930502023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930512023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930522023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930532023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930542023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930552023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930562023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930572023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012023061220230910,0003930582023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930592023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930602023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930612023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930622023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930632023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930642023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930652023061220230910,Funivia-Staz. di Valle-Trento,1,,1
531,0000001402023061220230910,0003930662023061220230910,Funivia-Staz. di Valle-Trento,1,,1
541,0000000092023061220230910,0003930672023061220230910,Piazza Dante "Dogana",1,D615_T0618a_Ritorno_sub2,1
404,0000000022023061220230910,0003930692023061220230910,Mattarello Piazza Perini,0,D675_T0895_Andata_ALTA_sub2,1
396,0000000092023061220230910,0003930712023061220230910,Piazza Dante "Dogana",0,D566_T0361a_Andata_sub1,1
396,0000000022023061220230910,0003930722023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000022023061220230910,0003930732023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930742023061220230910,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
396,0000000092023061220230910,0003930752023061220230910,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
396,0000000092023061220230910,0003930762023061220230910,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
396,0000000092023061220230910,0003930772023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930782023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930792023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930802023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930812023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930822023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930832023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930842023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930852023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930862023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930872023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930882023061220230910,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
396,0000000092023061220230910,0003930892023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000000092023061220230910,0003930902023061220230910,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
